Human gene	Ensembl ID	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
GABRE	ENSG00000102287	GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; GABAAe_rcpt; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	-0.351864631080694	-0.0280776157400379	-3.31557027503276	-0.0284620504712684	-0.0769070168466188	0.00018436	0	0	0	0	0
GABRG1	ENSG00000163285	GABRG-1/4; GABBAg1_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	-0.641532952317712	-3.99142985834793	4.19857286040872	-0.0284620504712684	-0.0769070168466188	9.7634e-05	0	0	0	0	0
GABRG2	ENSG00000113327	GABRG-1/4; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; GABAAa_rcpt; GABBAg2_rcpt	0	4.22403584036903	8.69658165228278	2.94801109149335	-0.5032746	1.869090754	0.73852	0	0	1	0	1
GABRG3	ENSG00000182256	GABRG-1/4; GABBAg3_rcpt; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	5.97359932063095	3.89322690436569	0.732348545436413	0.759523757	-0.054268195	0.84683	0	0	1	1	1
GABRP	ENSG00000094755	Neur_channel; Neur_chan_lig-bd; GABAAp_rcpt; Neur_chan_lig-bd_sf; Neurotransmitter_ion_chnl_CS; GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neuro-gated_channel_TM_sf; Neuro_actylchol_rec; GABAAR_pi_TM	0	-0.320965284142147	0.126282535878045	-0.197083115643527	-0.0284620504712684	-0.0769070168466188	1.8174e-13	0	0	0	0	0
GABRQ	ENSG00000268089	GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; GABAAt_rcpt; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	-0.320965284142147	0.405533305117758	0.907345659028617	-0.0284620504712684	-0.0769070168466188	0.0042977	0	0	0	0	1
GABRR1	ENSG00000146276	GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; GABAAa_rho_rcpt; GABAAa_rho1_rcpt; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	-0.437496538599919	0.163816535834247	-0.0328084720088505	-0.0284620504712684	-0.0769070168466188	8.6523e-14	0	0	0	0	0
GABRR2	ENSG00000111886	GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; GABAAa_rho_rcpt; GABAAa_rho2_rcpt; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	-0.659718525046807	-2.1464367062467	-0.822676016782304	-0.0284620504712684	-0.0769070168466188	1.4645e-05	0	0	0	0	0
GABRR3	ENSG00000183185	GABAA/Glycine_rcpt; Neurotrans-gated_channel_TM; Neur_channel; Neur_chan_lig-bd; Neurotransmitter_ion_chnl_CS; Neuro-gated_channel_TM_sf; Neur_chan_lig-bd_sf; Neuro_actylchol_rec	0	-0.320965284142147	0.160562858204844	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAD1	ENSG00000128683	PyrdxlP-dep_de-COase; PyrdxlP-dep_Trfase_major; PyrdxlP-dep_Trfase; Pyridoxal-P_BS	0	1.92300578183766	6.96967043061112	4.85933738800436	-0.488295943	1.148895448	0.046164	0	0	0	0	1
GAD2	ENSG00000136750	PyrdxlP-dep_de-COase; PyrdxlP-dep_Trfase_major; PyrdxlP-dep_Trfase; Pyridoxal-P_BS	0	4.51031265236054	8.09357519301553	3.95088072348331	-0.133523444	1.461864723	0.75083	0	0	1	0	0
GADD45A	ENSG00000116717	Ribosomal_L7Ae/L30e/S12e/Gad45; GADD45; L30e-like	0	0.83772358468749	1.23718532129025	-1.585537142265	1.722084376	0.282278984	0.044075	0	0	0	0	0
GADD45B	ENSG00000099860	Ribosomal_L7Ae/L30e/S12e/Gad45; GADD45; L30e-like	0	-0.320965284142147	-0.610475134961629	-1.95330268805688	1.59542587	0.06348056	0.21058	0	0	0	0	0
GADD45G	ENSG00000130222	Ribosomal_L7Ae/L30e/S12e/Gad45; GADD45; L30e-like	0	-0.320965284142147	-1.39727715988965	-1.3543483812217	0.374502144	-0.785100133	0.55259	0	0	1	0	0
GADD45GIP1	ENSG00000179271	Damage-induce-interacting_prot; Damage-induce-interact_sf	0	-0.320965284142147	0.694631790786159	-0.165035564376107	0.378181072	-0.298005616	0.00010261	0	0	0	0	0
GADL1	ENSG00000144644	PyrdxlP-dep_de-COase; PyrdxlP-dep_Trfase_major; PyrdxlP-dep_Trfase; Pyridoxal-P_BS	0	-0.320965284142147	-0.141599329378276	-0.0183012983693269	-0.0284620504712684	-0.0769070168466188	1.3724e-21	0	0	0	0	0
GAGE1	ENSG00000205777	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	0.013113	0	0	0	0	0
GAGE10	ENSG00000215274	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0.199426912135367	-0.0284620504712684	-0.0769070168466188	0.0016612	0	0	0	0	0
GAGE12B	ENSG00000236737		0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAGE12C	ENSG00000237671	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAGE12D	ENSG00000227488	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAGE12E	ENSG00000216649	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAGE12F	ENSG00000236362	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAGE12G	ENSG00000215269	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAGE12H	ENSG00000224902	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	0.34494	0	0	0	0	0
GAGE12J	ENSG00000224659	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	0.0019883	0	0	0	0	0
GAGE13	ENSG00000274274	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	0.32958	0	0	0	0	0
GAGE2A	ENSG00000189064	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	0.10091	0	0	0	0	0
GAGE2E	ENSG00000275113	GAGE_fam; GAGE	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAK	ENSG00000178950	Prot_kinase_dom; DnaJ_domain; Ser/Thr_kinase_AS; Kinase-like_dom_sf; Tensin_C2-dom; Prot-tyrosine_phosphatase-like; Tensin_phosphatase; C2_domain_sf; J_dom_sf	0	-0.937697029471564	0.1598341146101	-1.02031488288253	-0.116150434	0.435907541	0.0051818	0	0	0	0	0
GAL	ENSG00000069482	Galanin; Galanin_pre; GMAP	0	-0.320965284142147	0.846287418203821	0.136589062752287	1.342283212	-0.053959079	4.3885e-06	0	0	0	0	0
GAL3ST1	ENSG00000128242	Gal-3-0_sulfotransfrase; P-loop_NTPase	0	-3.42485786708539	-2.77381086904109	1.75836265184767	0.220698347	0.172128229	0.66559	0	0	1	0	0
GAL3ST2	ENSG00000154252	Gal-3-0_sulfotransfrase; P-loop_NTPase	0	-0.320965284142147	0.00342403125484267	0.192080990640334	-0.0284620504712684	-0.0769070168466188	2.9341e-11	0	0	0	0	0
GAL3ST3	ENSG00000175229	Gal-3-0_sulfotransfrase; P-loop_NTPase	0	1.03692743372348	3.13177410156141	3.23176528630609	-0.529885808	0.366874497	1.9296e-08	0	0	0	0	0
GAL3ST4	ENSG00000197093	Gal-3-0_sulfotransfrase; P-loop_NTPase	0	-4.53804235356208	-2.66106170843891	-0.74296401653982	0.134368496	1.736057229	2.2251e-12	0	0	0	0	0
GALC	ENSG00000054983	Glyco_hydro_59; Aldolase_TIM; Glycoside_hydrolase_SF; Glyco_hydro_59_dom; Glyco_hydro_b	0	-0.917697851975507	-0.48373080855663	0.0717811484556434	-0.173525612	-0.441671557	5.2142e-15	0	0	0	0	1
GALE	ENSG00000117308	UDP_G4E; NAD(P)-bd_dom; NAD(P)-bd_dom_sf; Epimerase_deHydtase	0	0.587087410070444	-1.48790254819983	-0.571143483801574	0.096546966	0.217640411	1.4757e-10	0	0	0	0	1
GALK1	ENSG00000108479	Galactokinase; GHMP_knse_ATP-bd_CS; GHMP_kinase_N_dom; Mevalonate/galactokinase; GHMP_kinase_C_dom; Ribosomal_S5_D2-typ_fold_subgr; GalKase_N; Galactokinase_CS; Ribosomal_S5_D2-typ_fold; GHMP_kinase_C_sf	0	-0.320965284142147	-0.82808819617928	-1.50460785495239	-0.295574518	0.427495704	1.042e-05	0	0	0	0	1
GALK2	ENSG00000156958	Galactokinase; GHMP_knse_ATP-bd_CS; GHMP_kinase_N_dom; Mevalonate/galactokinase; GHMP_kinase_C_dom; Ribosomal_S5_D2-typ_fold_subgr; GalKase_N; Galactokinase_CS; Ribosomal_S5_D2-typ_fold; GHMP_kinase_C_sf	0	-0.320965284142147	0.458100985041654	-0.744127658290237	0.206938635	0.523969387	7.8958e-14	0	0	0	0	0
GALM	ENSG00000143891	Aldose_1/G6P_1-epimerase; Gal_mutarotase_sf_dom; GH-type_carb-bd; Aldose_1-epimerase; Ald1_epimerase_CS; Galactose_mutarotase-like	0	-2.14519022468825	-1.84196976080555	-1.83781616779297	-0.537980603	-0.798357531	4.8791e-11	0	0	0	0	0
GALNS	ENSG00000141012	Sulfatase_N; Alkaline_phosphatase_core_sf; Sulfatase_CS; GALNS	0	-0.668518962562612	0.946756251533479	-0.988129990015872	0.216921058	0.395421131	2.9611e-10	0	0	0	0	1
GALNT1	ENSG00000141429	Nucleotide-diphossugar_trans; ; Ricin_B_lectin; Glyco_trans_2-like; Ricin_B-like_lectins; GalNAc-T	0	-0.320965284142147	-1.79265366843401	-1.09253687930514	-0.051120275	-0.078627266	0.0019091	0	0	0	0	0
GALNT10	ENSG00000164574	Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B_lectin; Ricin_B-like_lectins; GalNAc-T; ; Galactosyl_T_C	0	-3.24185184645518	-1.56125638555386	-1.13709770860329	-0.248025218	-1.335205075	1.987e-05	0	0	0	1	0
GALNT11	ENSG00000178234	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	0.949877319070453	0.392296244939049	-0.168806446810217	-0.087564676	0.273798178	1.6685e-05	0	0	0	0	0
GALNT12	ENSG00000119514	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-0.320965284142147	-0.883804528653114	-1.34199797128299	-0.675581955	-0.410875483	9.3863e-07	0	0	0	0	0
GALNT13	ENSG00000144278	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-0.719966543338055	2.03485741104817	2.40054869546502	0.731057267	0.272546835	0.99066	1	0	0	1	0
GALNT14	ENSG00000158089	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	4.24740210287371	5.69369993477213	0.240878403870775	0.433125506	1.344751267	7.0648e-17	0	0	0	1	0
GALNT15	ENSG00000131386	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-3.09914389600885	-2.2408253018015	-0.641589777911975	-0.0284620504712684	-0.0769070168466188	3.6481e-18	0	0	0	0	0
GALNT16	ENSG00000100626	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	1.04318280542978	-0.278292216016816	0.882135097644542	-0.0284620504712684	-0.0769070168466188	0.00013872	0	0	0	0	0
GALNT17	ENSG00000185274	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GALNT18	ENSG00000110328	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	0.993999262551479	1.29427860109773	-0.461866737299043	-0.0284620504712684	-0.0769070168466188	0.00030345	0	0	0	0	0
GALNT2	ENSG00000143641	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-1.36005496825252	0.418575969743148	-1.41714887472011	0.3512246	0.085478292	0.0084175	0	0	0	1	1
GALNT3	ENSG00000115339	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T; Galactosyl_T_C	0	-0.595298365971957	-0.597479997187909	-1.135410497072	0.127276541	0.301530336	7.4143e-09	0	0	0	0	0
GALNT4	ENSG00000257594	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-0.320965284142147	-2.35833873144943	-1.0941923343774	-0.0284620504712684	-0.0769070168466188	0.26691	0	0	0	0	0
GALNT5	ENSG00000136542	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	0.431456255504055	-0.391454808091728	-0.151026196830459	-0.0284620504712684	-0.0769070168466188	7.9311e-14	0	0	0	0	0
GALNT6	ENSG00000139629	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-4.15109925644263	-2.83853670528628	-0.0821507478268393	-0.0284620504712684	-0.0769070168466188	1.4162e-09	0	0	0	0	0
GALNT7	ENSG00000109586	Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B_lectin; Ricin_B-like_lectins; GalNAc-T	0	-0.320965284142147	0.137358089838189	-0.875536270996904	0.259824882	-0.331416633	2.5907e-06	0	0	0	0	0
GALNT8	ENSG00000130035	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	-1.40295296298515	-0.26384866756404	1.88429810157739	-0.0284620504712684	-0.0769070168466188	8.0674e-20	0	0	0	1	0
GALNT9	ENSG00000182870	Ricin_B_lectin; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; Glyco_trans_2-like; GalNAc-T	0	2.97672670676299	6.21116771065077	2.8000722371608	-0.0284620504712684	-0.0769070168466188	0.0052407	0	0	0	0	0
GALNTL5	ENSG00000106648	Glyco_trans_2-like; Nucleotide-diphossugar_trans; GalNAc-T	0	0.822007896469495	0.0129787450371191	0.434277535068294	-0.0284620504712684	-0.0769070168466188	3.5947e-16	0	0	0	0	0
GALNTL6	ENSG00000174473	Ricin_B_lectin; Glyco_trans_2-like; Nucleotide-diphossugar_trans; Ricin_B-like_lectins; GalNAc-T	0	4.46846696679759	6.81409251423661	0.776914178807738	-0.0284620504712684	-0.0769070168466188	4.3214e-09	0	0	0	0	0
GALP	ENSG00000197487	Galanin; GALP	0	-0.320965284142147	-0.218237914426586	0	0.354733509	1.288429868	2.9414e-05	0	0	0	0	0
GALR1	ENSG00000166573	GPCR_Rhodpsn; Galanin_rcpt; GAL1_rcpt; GPCR_Rhodpsn_7TM	0	-0.320965284142147	0.723794497565235	0.319845661222669	-0.0284620504712684	-0.0769070168466188	0.00053174	0	0	0	0	0
GALR2	ENSG00000182687	GPCR_Rhodpsn; Galanin_rcpt; GAL2_rcpt; GPCR_Rhodpsn_7TM	0	-0.320965284142147	0.12427780760789	0.0138712842367781	-0.0284620504712684	-0.0769070168466188	6.3829e-06	0	0	0	0	0
GALR3	ENSG00000128310	GPCR_Rhodpsn; Galanin_rcpt; Galnin_3_rcpt; GPCR_Rhodpsn_7TM	0	-0.320965284142147	0.0577564287384097	0.231744091950936	-0.0284620504712684	-0.0769070168466188	0.00013455	0	0	0	0	0
GALT	ENSG00000213930	GalP_UDPtransf1; GalP_Utransf_N; GalP_Utransf_C; GalP_UDPtransf1_His-AS; HIT-like_sf	0	-0.320965284142147	0.48231477502691	-0.904986861789015	-0.258957145	-0.000986283	2.0533e-06	0	0	0	0	1
GAMT	ENSG00000130005	GuanidinoAc_N-MeTrfase; RMT2_dom; SAM-dependent_MTases_sf	0	-1.17068160789005	-3.24109642757396	0.962212903309825	-0.224011078	-0.430248395	0.0094758	0	0	0	0	1
GAN	ENSG00000261609	BTB/POZ_dom; Kelch_1; SKP1/BTB/POZ_sf; BACK; Kelch-typ_b-propeller; BTB-kelch_protein; KLHL16_BACK; KLHL16_BTB_POZ	0	-1.04377336231219	-0.0595371160603606	0.170692462235806	-0.654059239	-0.392235142	0.024842	0	0	0	0	1
GANC	ENSG00000214013	Glyco_hydro_31; Gal_mutarotase_sf_dom; Glyco_hydro_b; Glycoside_hydrolase_SF; Glyco_hydro_31_N_dom; Glyco_hydro_31_AS	0	-1.72174047356693	-2.29842628175675	-1.38717698761345	0.091633638	-0.696717624	7.5457e-35	0	0	0	0	0
GAP43	ENSG00000172020	IQ_motif_EF-hand-BS; Neuromodulin; Neuromodulin_C; Neuromodulin_palmitoyl_site; Neuromodulin_gap-junction_N; Neuromodulin_P_site	0	3.17876532649038	6.24099679407762	7.13095792503206	0.465795076	1.714660822	0.021461	0	0	0	0	0
GAPDH	ENSG00000111640	Glyceraldehyde-3-P_DH_1; GlycerAld_3-P_DH_NAD(P)-bd; GlycerAld_3-P_DH_cat; GlycerAld_3-P_DH_AS; GlycerAld/Erythrose_P_DH; NAD(P)-bd_dom_sf	0	-0.320965284142147	1.55784711671734	0.350339211623108	0.522889957	-0.478584748	0.11388	0	0	0	0	0
GAPDHS	ENSG00000105679	Glyceraldehyde-3-P_DH_1; GlycerAld_3-P_DH_NAD(P)-bd; GlycerAld_3-P_DH_cat; GlycerAld_3-P_DH_AS; GlycerAld/Erythrose_P_DH; NAD(P)-bd_dom_sf	0	-0.320965284142147	0.642297458281687	0.0637779255259538	-0.0284620504712684	-0.0769070168466188	3.3372e-05	0	0	0	0	0
GAPT	ENSG00000175857	Protein_GAPT	0	-0.320965284142147	0.124221662275868	-0.429767150582758	-0.0284620504712684	-0.0769070168466188	0.30619	0	0	0	0	0
GAPVD1	ENSG00000165219	RasGAP_dom; VPS9; Rho_GTPase_activation_prot; VPS9_dom_sf; DUF5601; Vps9-like	0	-0.320965284142147	-0.357728272118734	-1.16710005498268	-0.211328001	-0.069133963	1	1	0	0	0	0
GAREM1	ENSG00000141441	SAM/pointed_sf; CABIT_dom	0	-0.320965284142147	-0.26384866756404	-0.123496911480213	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAREM2	ENSG00000157833	SAM/pointed_sf; CABIT_dom	0	-0.320965284142147	-0.26384866756404	2.08169042806554	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN1A	ENSG00000205085	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN1B	ENSG00000135248	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN2	ENSG00000172717	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN3	ENSG00000170613	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN4	ENSG00000162771	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN5A	ENSG00000142530	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN5B	ENSG00000180043	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARIN6	ENSG00000180219	GARIL-like_Rab2B-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARNL3	ENSG00000136895	Rap/Ran_GAP_dom; Rap/Ran-GAP_sf; ; CNH_dom	0	-0.320965284142147	3.02378807310444	0.896661091340355	-0.433662826	0.769711473	6.8913e-06	0	0	0	0	0
GARRE1	ENSG00000166398	DUF4745; GARRE1	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GARS1	ENSG00000106105	WHEP-TRS_dom; aa-tRNA-synt_IIb; tRNA-synt_gly; Anticodon-bd; aa-tRNA-synth_II; Gly-tRNA_synthase/POLG2; GlyRS-like_core; Anticodon-bd_dom_sf; aa-tRNA-synth_II/BPL/LPL; ; S15_NS1_RNA-bd	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GART	ENSG00000159131	PRibGlycinamide_synth; GART_AS; Formyl_transf_N; GART; PurM_cligase; PurM-like_C_dom; Rudment_hybrid_motif; ATP-grasp; ATP_grasp_subdomain_1; PreATP-grasp_dom_sf; PurM-like_N; PRibGlycinamide_synth_CS; PRibGlycinamide_synth_C-dom; PRibGlycinamid_synth_ATP-grasp; PRibGlycinamide_synth_N; Formyl_transf_N_sf; PurM-like_C_sf; PurM-like_N_sf; PRibGlycinamide_synth_C_sf	0	0.258863296408305	-0.0206058938868665	-1.18189020715934	0.261036203	-1.332722527	0.00027711	0	0	0	0	0
GAS1	ENSG00000180447	GDNF/GAS1; GAS1	0	-0.320965284142147	-4.05807433907352	-3.05511856505141	-1.038290471	-0.884496317	0.81915	0	0	1	0	0
GAS2	ENSG00000148935	CH_dom; CH_dom_sf; GAR_dom; GAR_dom_sf	0	1.17433281242892	0.293941704214925	0.012319540919282	-0.086018699	-0.279224808	0.00080175	0	0	0	1	0
GAS2L1	ENSG00000185340	CH_dom; GAR_dom; GAR_dom_sf; CH_dom_sf	0	-0.263567806581058	0.0884059484806761	0.194545059814391	0.053711624	-0.178610266	0.83227	0	0	1	0	0
GAS2L2	ENSG00000270765	CH_dom; GAR_dom; GAR_dom_sf; CH_dom_sf	0	-0.320965284142147	0.742429968293845	0.625148778691286	-0.0284620504712684	-0.0769070168466188	1.5879e-06	0	0	0	0	0
GAS2L3	ENSG00000139354	CH_dom; GAR_dom; GAR_dom_sf; CH_dom_sf	0	-0.273123496539314	0.208083840057139	-0.850814845806402	0.225479108	-0.017083026	2.1234e-13	0	0	0	0	0
GAS6	ENSG00000183087	EGF-type_Asp/Asn_hydroxyl_site; GLA_domain; EGF-like_dom; Laminin_G; EGF-like_Ca-bd_dom; Growth_fac_rcpt_cys_sf; ConA-like_dom_sf; Coagulation_fac-like_Gla_dom; EGF_Ca-bd_CS; cEGF; GLA-like_dom_SF	0	-0.416332720082396	-0.00906735368724743	-2.41375202621347	0.24420901	0.693206016	0.034477	0	0	0	0	0
GAS7	ENSG00000007237	FCH_dom; WW_dom; AH/BAR_dom_sf; F_BAR; WW_dom_sf; GAS7_F-BAR; SH3_domain; SH3-like_dom_sf	0	0.531347216392711	3.19886569819505	1.95443533197533	-0.145814701	1.191782621	0.8523	0	0	1	0	0
GAS8	ENSG00000141013	GAS8_dom; GAS8	0	0.411528007961605	0.480024976685684	-0.263129984054912	-0.173255257	0.089973383	1.0876e-12	0	0	0	0	1
GASK1A	ENSG00000144649	FAM198	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GASK1B	ENSG00000164125	FAM198	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GAST	ENSG00000184502	Gastrin/CCK; Gastrin/cholecystokinin_CS; GAST	0	-0.320965284142147	-0.155378964742661	0.220670465023711	-0.0284620504712684	-0.0769070168466188	0.0027394	0	0	0	0	0
GATA1	ENSG00000102145	Znf_GATA; Znf_NHR/GATA; Transcription_factor_GATA	0	-0.320965284142147	0.00102415342115916	-0.291816709109027	-0.0284620504712684	-0.0769070168466188	0.94798	0	1	0	0	0
GATA2	ENSG00000179348	Znf_GATA; Znf_NHR/GATA; Transcription_factor_GATA; TF_GATA-2/3	0	-0.320965284142147	-4.27384001731422	-1.9686252090804	0.047498341	-0.243821989	0.97927	0	1	0	0	1
GATA3	ENSG00000107485	Znf_GATA; Znf_NHR/GATA; TF_GATA-2/3; Transcription_factor_GATA	0	-0.320965284142147	0.0332844462682367	-1.32161190653233	-0.143654188	-0.020387449	0.89887	0	0	1	0	0
GATA4	ENSG00000136574	Znf_GATA; Znf_NHR/GATA; Transcription_factor_GATA; ; GATA_N; TF_GATA_4/5/6	0	-0.505823023725576	-0.0040103472189866	-0.0759382032576627	-0.0284620504712684	-0.0769070168466188	0.49308	0	0	0	0	1
GATA5	ENSG00000130700	Znf_GATA; GATA_N; Znf_NHR/GATA; TF_GATA_4/5/6; Transcription_factor_GATA	0	-0.320965284142147	0.000462938151285052	-0.567586333158676	-0.0284620504712684	-0.0769070168466188	0.28478	0	0	0	0	0
GATA6	ENSG00000141448	Znf_GATA; GATA_N; Znf_NHR/GATA; Transcription_factor_GATA	0	-0.320965284142147	-0.054519719193436	-2.92876474734056	-0.0284620504712684	-0.0769070168466188	0.99709	1	0	0	0	1
GATAD1	ENSG00000157259	Znf_GATA; Znf_NHR/GATA; GATAD1	0	-1.32974102308152	-0.0221214022245215	-1.32670185607705	-0.079989841	-0.617129115	0.42971	0	0	0	0	0
GATAD2A	ENSG00000167491	P66_CC; P66; Znf_GATA	0	-1.60734739759073	-1.44885464210603	-1.10666073529031	0.152130869	-0.551288845	0.99957	1	0	0	0	0
GATAD2B	ENSG00000143614	Znf_GATA; Znf_NHR/GATA; P66_CC; P66	0	-0.455924798608729	-0.0783816246056039	-0.673476210629616	0.14830795	0.630986843	0.99998	1	0	0	0	1
